uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks
"d3759dd2-cac2-4183-b8dc-60cb8734cef4","ABBY_077.tickPlot.tck","D16","ABBY","ABBY_077","distributed","shrubScrub",45.750282,-122.342790,"WGS84",20.1,380.0,0.1,"OK",,"2021-06-16T16:10Z","ABBY.2021.25",,,"drag and flag",157,"N",,,,,"NEON.DOC.014045vK","0000-0001-9521-413X",
"ef2b9c13-a2c6-41a2-87d4-06bc95d06ddb","ABBY_002.tickPlot.tck","D16","ABBY","ABBY_002","distributed","grasslandHerbaceous",45.737854,-122.308292,"WGS84",20.1,651.1,0.1,"OK",,"2021-06-16T16:49Z","ABBY.2021.25",,,"drag and flag",158,"N",,,,,"NEON.DOC.014045vK","0000-0003-2593-761X",
"9b630aa0-679d-422f-844f-8afbc4a5e7d2","ABBY_003.tickPlot.tck","D16","ABBY","ABBY_003","distributed","evergreenForest",45.760799,-122.371290,"WGS84",20.1,626.2,0.1,"OK",,"2021-06-16T17:51Z","ABBY.2021.25",,,"drag and flag",160,"N",,,,,"NEON.DOC.014045vK","0000-0002-1848-3114",
"41da9c0b-e8d4-4b95-a4cd-0699538d923e","ABBY_023.tickPlot.tck","D16","ABBY","ABBY_023","distributed","mixedForest",45.745006,-122.383498,"WGS84",20.1,478.7,0.1,"OK",,"2021-06-16T19:20Z","ABBY.2021.25",,,"drag and flag",156,"N",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-1848-3114",
"6c886568-b750-4036-a0bd-c862f5effd84","ABBY_001.tickPlot.tck","D16","ABBY","ABBY_001","distributed","evergreenForest",45.773173,-122.348080,"WGS84",20.1,297.8,0.2,"OK",,"2021-06-16T20:31Z","ABBY.2021.25",,,"drag and flag",152,"N",,,,,"NEON.DOC.014045vK","0000-0002-0205-7735",
"fce2662c-2615-4451-b174-03f35c5124f9","ABBY_006.tickPlot.tck","D16","ABBY","ABBY_006","distributed","evergreenForest",45.752800,-122.297903,"WGS84",20.3,576.4,0.4,"OK",,"2021-06-16T21:59Z","ABBY.2021.25","ABBY_006.20210616","D00000010313","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-0205-7735",
"fc6e2410-3a84-4478-a6d2-478e47c31917","ABBY_077.tickPlot.tck","D16","ABBY","ABBY_077","distributed","shrubScrub",45.750282,-122.342790,"WGS84",20.1,380.0,0.1,"OK",,"2021-06-28T14:22Z","ABBY.2021.27",,,"drag and flag",159,"N",,,,,"NEON.DOC.014045vK","0000-0002-6107-3313",
"55685e19-3d48-48d0-82eb-f359976a69a3","ABBY_002.tickPlot.tck","D16","ABBY","ABBY_002","distributed","grasslandHerbaceous",45.737854,-122.308292,"WGS84",20.1,651.1,0.1,"OK",,"2021-06-28T14:48Z","ABBY.2021.27",,,"drag and flag",160,"N",,,,,"NEON.DOC.014045vK","0000-0002-3522-531x",
"06ff6152-ed97-415c-b5ce-9726a1cc21c4","ABBY_023.tickPlot.tck","D16","ABBY","ABBY_023","distributed","mixedForest",45.745006,-122.383498,"WGS84",20.1,478.7,0.1,"OK",,"2021-06-28T15:29Z","ABBY.2021.27","ABBY_023.20210628","D00000029649","drag and flag",155,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0002-7203-5072",
"254e62eb-1974-481d-abc5-f58f5f479510","ABBY_001.tickPlot.tck","D16","ABBY","ABBY_001","distributed","evergreenForest",45.773173,-122.348080,"WGS84",20.1,297.8,0.2,"OK",,"2021-06-28T16:19Z","ABBY.2021.27","ABBY_001.20210628","D00000029650","drag and flag",160,"Y",,,,"No known compromise","NEON.DOC.014045vK","0000-0001-8432-494X",
"3071c007-abf7-46fc-a3b5-508ced3922f5","ABBY_003.tickPlot.tck","D16","ABBY","ABBY_003","distributed","evergreenForest",45.760799,-122.371290,"WGS84",20.1,626.2,0.1,"OK",,"2021-06-28T16:40Z","ABBY.2021.27",,,"drag and flag",155,"N",,,,,"NEON.DOC.014045vK","0000-0002-7203-5072",
