uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks
"4e3a8fb6-7e85-42cb-bb3b-9b18a35cad5a","TALL_008.tickPlot.tck","D08","TALL","TALL_008","distributed","deciduousForest",32.922873,-87.434098,"WGS84",20.1,126.8,0.1,,,"2015-10-05T13:15Z","TALL.2015.40","TALL_008.20151005",,"drag",160,"Y",0,8,1,"No known compromise","NEON.DOC.014045vF","jstilley@field-ops.org",
"ca8f269e-f528-4513-8064-206cda2425b5","TALL_016.tickPlot.tck","D08","TALL","TALL_016","distributed","evergreenForest",32.971554,-87.415844,"WGS84",20.1,139.0,0.1,,,"2015-10-05T13:47Z","TALL.2015.40",,,"drag and flag",162,"N",0,0,,,"NEON.DOC.014045vF","kressel@field-ops.org",
"39ccc5d0-c5f7-455d-98d9-9936a04adfd8","TALL_002.tickPlot.tck","D08","TALL","TALL_002","distributed","mixedForest",32.920826,-87.428960,"WGS84",20.2,99.3,0.3,,,"2015-10-05T14:20Z","TALL.2015.40","TALL_002.20151005",,"drag",160,"Y",0,0,142,"No known compromise","NEON.DOC.014045vF","jstilley@field-ops.org",
"885ab1d8-73d5-47d5-aeb9-1e20e6f1ce5b","TALL_001.tickPlot.tck","D08","TALL","TALL_001","distributed","deciduousForest",32.976366,-87.432192,"WGS84",20.1,114.7,0.1,,,"2015-10-05T15:00Z","TALL.2015.40",,,"drag and flag",160,"N",0,0,,,"NEON.DOC.014045vF","kressel@field-ops.org",
"3579e7b9-421d-438c-9269-ca26307567c5","TALL_006.tickPlot.tck","D08","TALL","TALL_006","distributed","evergreenForest",32.899153,-87.444554,"WGS84",20.1,111.1,0.1,,,"2015-10-05T15:45Z","TALL.2015.40","TALL_006.20151005",,"drag and flag",160,"Y",0,1,3,"No known compromise","NEON.DOC.014045vF","jstilley@field-ops.org",
"91f45595-747d-4f4b-bd47-63a9f632353e","TALL_003.tickPlot.tck","D08","TALL","TALL_003","distributed","mixedForest",32.894409,-87.416533,"WGS84",20.2,117.0,0.2,,,"2015-10-05T16:45Z","TALL.2015.40","TALL_003.20151005",,"drag",160,"Y",1,1,300,"No known compromise","NEON.DOC.014045vF","jstilley@field-ops.org",
"93fd3f3d-8685-4fe4-826d-2cf2d22d9b14","TALL_002.tickPlot.tck","D08","TALL","TALL_002","distributed","mixedForest",32.920826,-87.428960,"WGS84",20.2,99.3,0.3,"OK",,"2015-10-29T16:16Z","TALL.2015.44","TALL_002.20151029",,"drag",162,"Y",,,,"No known compromise","NEON.DOC.014045vF","0000-0002-8839-6825",
"640a94f2-eb31-4e7d-80db-ee3799ffd6fc","TALL_008.tickPlot.tck","D08","TALL","TALL_008","distributed","deciduousForest",32.922873,-87.434098,"WGS84",20.1,126.8,0.1,,,"2015-10-30T15:14Z","TALL.2015.43",,,"drag",161,"N",0,0,,,"NEON.DOC.014045vF","jstilley@field-ops.org",
"e77e13b0-2049-45e0-9e4e-d50277f15443","TALL_001.tickPlot.tck","D08","TALL","TALL_001","distributed","deciduousForest",32.976366,-87.432192,"WGS84",20.1,114.7,0.1,,,"2015-10-30T15:20Z","TALL.2015.43",,,"drag and flag",160,"N",0,0,,,"NEON.DOC.014045vF","khammer@field-ops.org",
"0c8ce2e6-714f-43da-a1b9-c61dc5f1c932","TALL_002.tickPlot.tck","D08","TALL","TALL_002","distributed","mixedForest",32.920826,-87.428960,"WGS84",20.2,99.3,0.3,,,"2015-10-30T16:16Z","TALL.2015.43","TALL_002.20151030",,"drag",162,"Y",0,1,,"Other (described in remarks)","NEON.DOC.014045vF","jstilley@field-ops.org","no taxonomy data, only field count data available."
"cf8cc80f-c59d-4ab8-9198-6d45986182e3","TALL_016.tickPlot.tck","D08","TALL","TALL_016","distributed","evergreenForest",32.971554,-87.415844,"WGS84",20.1,139.0,0.1,,,"2015-10-30T16:20Z","TALL.2015.43",,,"drag and flag",155,"N",0,0,,,"NEON.DOC.014045vF","khammer@field-ops.org",
"68538d56-67dd-42c2-9aea-bf4aaba76003","TALL_006.tickPlot.tck","D08","TALL","TALL_006","distributed","evergreenForest",32.899153,-87.444554,"WGS84",20.1,111.1,0.1,,,"2015-10-30T17:23Z","TALL.2015.43",,,"drag and flag",153,"N",0,0,,,"NEON.DOC.014045vF","khammer@field-ops.org",
"671aab5e-3d8a-4a3d-b9d9-2d15dc3e3e72","TALL_003.tickPlot.tck","D08","TALL","TALL_003","distributed","mixedForest",32.894409,-87.416533,"WGS84",20.2,117.0,0.2,,,"2015-10-30T17:53Z","TALL.2015.43",,,"drag and flag",157,"N",0,0,,,"NEON.DOC.014045vF","jstilley@field-ops.org",
