uid,namedLocation,domainID,siteID,plotID,plotType,nlcdClass,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,samplingImpractical,biophysicalCriteria,collectDate,eventID,sampleID,sampleCode,samplingMethod,totalSampledArea,targetTaxaPresent,adultCount,nymphCount,larvaCount,sampleCondition,samplingProtocolVersion,measuredBy,remarks
"24730b22-911b-472d-9ca1-cd4b1fab6151","DELA_007.tickPlot.tck","D08","DELA","DELA_007","distributed","woodyWetlands",32.538957,-87.799922,"WGS84",20.2,25.7,0.2,,,"2016-07-13T13:00Z","DELA.2016.28",,,"drag and flag",120,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","MBrown01@field-ops.org",
"0954ec5d-cfc3-4bd2-aa1d-4de6c24e192c","DELA_016.tickPlot.tck","D08","DELA","DELA_016","distributed","evergreenForest",32.536850,-87.806995,"WGS84",20.2,23.6,0.3,,,"2016-07-13T14:07Z","DELA.2016.28",,,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","MBrown01@field-ops.org",
"d2fed443-9115-4d9a-8008-060b50cc748b","DELA_001.tickPlot.tck","D08","DELA","DELA_001","distributed","woodyWetlands",32.533268,-87.805432,"WGS84",20.1,24.6,0.1,,,"2016-07-13T15:08Z","DELA.2016.28",,,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","MBrown01@field-ops.org",
"89220f67-cbf9-4618-9d41-8095947c5fbf","DELA_008.tickPlot.tck","D08","DELA","DELA_008","distributed","woodyWetlands",32.538882,-87.814144,"WGS84",20.1,25.3,0.1,,,"2016-07-13T16:07Z","DELA.2016.28",,,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","MBrown01@field-ops.org",
"1b1bc0ea-5f39-4dfc-8097-1c70b425de5a","DELA_014.tickPlot.tck","D08","DELA","DELA_014","distributed","evergreenForest",32.530629,-87.819372,"WGS84",20.2,32.4,0.2,,,"2016-07-13T17:17Z","DELA.2016.28",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","MBrown01@field-ops.org",
"e43accad-15f8-4c47-95eb-ce4e3a280148","DELA_005.tickPlot.tck","D08","DELA","DELA_005","distributed","woodyWetlands",32.524379,-87.813852,"WGS84",20.1,26.8,0.2,,,"2016-07-13T18:14Z","DELA.2016.28",,,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","MBrown01@field-ops.org",
"bd00d37e-2f4c-43a6-95ad-623ba9fbb040","DELA_001.tickPlot.tck","D08","DELA","DELA_001","distributed","woodyWetlands",32.533268,-87.805432,"WGS84",20.1,24.6,0.1,,,"2016-07-25T12:45Z","DELA.2016.30",,,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","DShipman@field-ops.org",
"3e44d06f-c546-4040-8a53-fedf5b7c3186","DELA_008.tickPlot.tck","D08","DELA","DELA_008","distributed","woodyWetlands",32.538882,-87.814144,"WGS84",20.1,25.3,0.1,,,"2016-07-25T12:48Z","DELA.2016.30",,,"drag and flag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","PKulakowski@field-ops.org",
"4390ba7b-9a4a-40c7-b5bb-70f7c7f7e979","DELA_016.tickPlot.tck","D08","DELA","DELA_016","distributed","evergreenForest",32.536850,-87.806995,"WGS84",20.2,23.6,0.3,,,"2016-07-25T13:40Z","DELA.2016.30",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","SPreer@field-ops.org",
"c6afb593-0bc2-4251-8bf7-ab31d2f1c3c0","DELA_014.tickPlot.tck","D08","DELA","DELA_014","distributed","evergreenForest",32.530629,-87.819372,"WGS84",20.2,32.4,0.2,,,"2016-07-25T13:49Z","DELA.2016.30",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","RValentine@field-ops.org",
"6e5e9441-3d19-45cb-8b47-83e8a5daa1e0","DELA_007.tickPlot.tck","D08","DELA","DELA_007","distributed","woodyWetlands",32.538957,-87.799922,"WGS84",20.2,25.7,0.2,,,"2016-07-25T14:32Z","DELA.2016.30",,,"drag",160,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","DShipman@field-ops.org",
"d806fd79-70a3-4db3-8a02-34b7b09ae432","DELA_005.tickPlot.tck","D08","DELA","DELA_005","distributed","woodyWetlands",32.524379,-87.813852,"WGS84",20.1,26.8,0.2,,,"2016-07-25T15:03Z","DELA.2016.30",,,"drag and flag",170,"N",0,0,0,"No known compromise","NEON.DOC.014045vG","PKulakowski@field-ops.org",
